"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2017-06-25","222.06","224.00","224.45","220.42","15.27M","-0.59%"
"2017-06-18","223.37","224.73","225.76","222.72","6.82M","-0.22%"
"2017-06-11","223.87","223.21","224.84","222.51","9.64M","0.17%"
"2017-06-04","223.50","223.99","224.93","222.10","7.84M","-0.27%"
"2017-05-28","224.10","221.56","224.32","220.92","7.81M","0.98%"
"2017-05-21","221.93","219.26","222.24","219.23","7.34M","1.47%"
"2017-05-14","218.71","219.88","220.94","216.13","12.73M","-0.32%"
"2017-05-07","219.41","220.13","220.49","218.62","7.84M","-0.30%"
"2017-04-30","220.06","219.16","220.06","218.24","8.90M","0.67%"
"2017-04-23","218.60","217.75","219.90","217.23","9.35M","1.49%"
"2017-04-16","215.40","214.00","216.50","213.80","11.80M","0.90%"
"2017-04-09","213.47","216.06","216.88","213.47","6.91M","-1.13%"
"2017-04-02","215.91","216.51","217.93","214.74","11.11M","-0.20%"
"2017-03-26","216.35","212.87","217.13","212.62","10.72M","0.75%"
"2017-03-19","214.73","218.59","219.13","213.88","12.19M","-1.75%"
"2017-03-12","218.56","218.18","219.85","216.89","9.47M","0.18%"
"2017-03-05","218.17","218.07","218.65","216.46","8.51M","-0.37%"
"2017-02-26","218.98","217.32","220.66","216.72","10.87M","0.73%"
"2017-02-19","217.39","216.32","217.54","216.16","6.72M","0.72%"
"2017-02-12","215.84","213.11","215.90","213.07","9.71M","1.54%"
"2017-02-05","212.57","210.12","212.80","209.63","6.29M","0.92%"
"2017-01-29","210.64","209.48","210.73","207.79","15.19M","0.19%"
"2017-01-22","210.25","207.84","210.90","206.83","13.31M","1.02%"
"2017-01-15","208.13","207.79","208.70","206.97","7.42M","-0.16%"
"2017-01-08","208.46","208.34","208.82","206.54","15.64M","-0.07%"
"2017-01-01","208.61","206.68","209.09","205.56","14.34M","1.61%"
"2016-12-25","205.31","207.48","208.15","204.51","10.07M","-0.91%"
"2016-12-18","207.19","208.10","209.31","206.50","9.93M","-0.33%"
"2016-12-11","207.87","207.92","209.70","206.98","15.21M","-0.06%"
"2016-12-04","208.00","202.64","208.03","202.41","11.69M","3.10%"
"2016-11-27","201.75","203.07","203.69","201.24","11.65M","-0.86%"
"2016-11-20","203.50","201.25","203.50","201.11","8.72M","1.42%"
"2016-11-13","200.66","199.30","201.32","198.06","9.23M","0.95%"
"2016-11-06","198.77","194.17","200.44","194.01","18.95M","3.81%"
"2016-10-30","191.48","195.49","195.74","191.32","11.40M","-1.87%"
"2016-10-23","195.13","197.37","197.65","194.40","7.75M","-0.68%"
"2016-10-16","196.47","195.64","197.08","194.81","6.31M","0.43%"
"2016-10-09","195.63","198.44","198.95","193.92","9.03M","-0.93%"
"2016-10-02","197.46","198.18","198.60","196.48","9.02M","-0.62%"
"2016-09-25","198.69","197.47","199.34","196.16","10.56M","0.20%"
"2016-09-18","198.29","196.63","199.71","195.64","9.22M","1.23%"
"2016-09-11","195.89","194.88","198.95","194.12","12.78M","0.11%"
"2016-09-04","195.68","200.69","201.15","195.67","8.66M","-2.34%"
"2016-08-28","200.37","199.53","200.83","198.24","8.64M","0.50%"
"2016-08-21","199.38","200.30","201.51","198.44","7.41M","-0.58%"
"2016-08-14","200.54","200.89","201.41","199.14","12.34M","0.03%"
"2016-08-07","200.47","200.41","200.89","199.33","7.85M","0.15%"
"2016-07-31","200.17","199.33","200.22","196.88","11.46M","0.45%"
"2016-07-24","199.28","199.10","199.60","197.85","7.39M","-0.03%"
"2016-07-17","199.33","198.15","199.44","197.88","9.44M","0.67%"
"2016-07-10","198.01","195.62","198.93","195.41","14.75M","1.46%"
"2016-07-03","195.17","191.73","195.36","189.97","8.18M","1.33%"
"2016-06-26","192.60","185.06","193.12","182.27","22.34M","3.24%"
"2016-06-19","186.56","192.56","193.44","186.00","18.16M","-2.03%"
"2016-06-12","190.43","192.03","192.97","188.57","10.41M","-1.16%"
"2016-06-05","192.67","193.29","194.95","192.12","7.22M","-0.13%"
"2016-05-29","192.92","193.16","193.48","191.59","8.70M","0.08%"
"2016-05-22","192.77","188.48","192.83","188.02","7.62M","2.27%"
"2016-05-15","188.49","187.98","190.16","185.97","9.73M","0.39%"
"2016-05-08","187.76","188.55","191.21","187.46","8.76M","-0.47%"
"2016-05-01","188.65","189.81","190.95","187.00","9.23M","-0.30%"
"2016-04-24","189.22","191.07","192.44","188.05","10.42M","-1.27%"
"2016-04-17","191.66","189.99","193.43","189.85","9.29M","0.58%"
"2016-04-10","190.56","188.26","191.31","186.83","10.19M","1.59%"
"2016-04-03","187.57","189.74","189.90","186.26","9.54M","-1.16%"
"2016-03-27","189.77","186.76","189.96","185.63","10.76M","1.86%"
"2016-03-20","186.30","187.18","188.21","185.01","6.57M","-1.14%"
"2016-03-13","188.45","185.40","188.79","184.42","10.00M","1.33%"
"2016-03-06","185.98","182.85","186.01","181.03","12.80M","1.20%"
"2016-02-28","183.78","178.94","184.66","177.38","15.98M","2.68%"
"2016-02-21","178.98","177.78","180.36","173.60","12.39M","1.65%"
"2016-02-14","176.07","173.20","177.25","172.05","7.41M","2.88%"
"2016-02-07","171.14","170.29","172.65","166.05","12.96M","-0.68%"
"2016-01-31","172.31","176.61","178.39","171.57","18.83M","-3.06%"
"2016-01-24","177.75","174.10","177.75","171.50","15.63M","1.77%"
"2016-01-17","174.66","174.20","174.86","165.96","20.06M","1.46%"
"2016-01-10","172.15","177.04","178.64","170.10","24.79M","-2.17%"
"2016-01-03","175.97","183.77","185.12","175.65","22.14M","-5.86%"
"2015-12-27","186.93","187.85","190.51","186.93","9.36M","-0.84%"
"2015-12-20","188.51","184.74","189.17","183.47","8.04M","2.23%"
"2015-12-13","184.40","185.32","191.16","183.31","20.51M","-0.31%"
"2015-12-06","184.98","191.88","191.88","184.75","15.14M","-3.74%"
"2015-11-29","192.16","192.45","193.45","187.73","10.99M","0.01%"
"2015-11-22","192.15","191.89","192.54","190.18","4.53M","0.11%"
"2015-11-15","191.93","185.50","192.66","185.36","9.90M","3.37%"
"2015-11-08","185.67","191.89","192.01","185.58","10.18M","-3.58%"
"2015-11-01","192.56","190.98","194.06","190.85","12.47M","1.05%"
"2015-10-25","190.56","190.11","192.00","188.65","8.64M","0.18%"
"2015-10-18","190.22","185.66","190.63","184.86","6.60M","2.16%"
"2015-10-11","186.20","184.68","186.34","182.39","6.86M","0.88%"
"2015-10-04","184.58","180.14","185.08","180.00","9.83M","3.26%"
"2015-09-27","178.75","175.86","178.75","171.36","17.33M","1.13%"
"2015-09-20","176.76","180.15","181.20","174.69","11.61M","-1.87%"
"2015-09-13","180.13","180.58","185.99","179.18","10.96M","-0.11%"
"2015-09-06","180.32","179.67","182.85","178.07","8.33M","2.17%"
"2015-08-30","176.49","181.68","182.54","174.83","17.62M","-3.41%"
"2015-08-23","182.72","172.00","183.19","168.08","37.66M","0.93%"
"2015-08-16","181.04","191.42","193.16","181.04","15.06M","-5.72%"
"2015-08-09","192.02","191.90","193.15","188.30","12.00M","0.71%"
"2015-08-02","190.67","193.00","193.75","189.69","9.23M","-1.18%"
"2015-07-26","192.95","189.78","193.92","189.15","7.51M","1.20%"
"2015-07-19","190.67","195.09","195.46","190.36","5.56M","-2.15%"
"2015-07-12","194.85","191.59","194.92","191.58","5.15M","2.42%"
"2015-07-05","190.24","188.72","190.90","187.19","11.00M","0.06%"
"2015-06-28","190.13","190.78","191.43","188.24","11.30M","-1.19%"
"2015-06-21","192.42","194.37","194.92","191.80","8.83M","-0.74%"
"2015-06-14","193.85","191.22","195.53","190.47","5.12M","0.70%"
"2015-06-07","192.51","192.17","194.37","190.37","6.72M","0.11%"
"2015-05-31","192.30","194.23","194.93","191.58","6.42M","-0.62%"
"2015-05-24","193.49","194.73","195.24","192.70","5.30M","-0.91%"
"2015-05-17","195.26","194.63","195.95","194.48","6.95M","0.27%"
"2015-05-10","194.73","193.93","194.88","191.23","5.15M","0.40%"
"2015-05-03","193.95","193.64","194.31","189.53","6.43M","0.44%"
"2015-04-26","193.10","194.63","194.74","190.32","7.84M","-0.45%"
"2015-04-19","193.98","191.67","194.29","191.50","5.58M","1.78%"
"2015-04-12","190.59","192.36","193.42","189.75","7.69M","-1.01%"
"2015-04-05","192.54","188.23","192.57","188.09","5.88M","1.79%"
"2015-03-29","189.15","189.75","191.78","187.47","9.36M","0.33%"
"2015-03-22","188.53","192.85","193.49","187.15","7.25M","-2.74%"
"2015-03-15","193.85","189.59","194.39","189.49","7.53M","2.67%"
"2015-03-08","188.80","190.52","191.47","187.47","9.82M","-0.79%"
"2015-03-01","190.31","193.31","194.47","189.94","6.85M","-1.50%"
"2015-02-22","193.20","193.49","194.65","193.03","6.69M","-0.30%"
"2015-02-15","193.78","192.07","193.82","191.45","5.95M","0.72%"
"2015-02-08","192.39","187.81","192.44","187.22","8.91M","2.05%"
"2015-02-01","188.52","183.50","190.05","181.47","9.18M","3.02%"
"2015-01-25","182.99","187.79","188.51","182.21","13.17M","-2.69%"
"2015-01-18","188.04","185.62","189.15","183.58","12.41M","1.75%"
"2015-01-11","184.80","187.46","188.41","182.09","12.64M","-1.30%"
"2015-01-04","187.23","187.26","189.34","182.35","11.55M","-0.62%"
"2014-12-28","188.40","190.97","191.63","187.26","7.33M","-1.44%"
"2014-12-21","191.15","189.57","191.52","189.34","6.54M","0.91%"
"2014-12-14","189.42","185.26","190.13","181.44","17.85M","2.83%"
"2014-12-07","184.21","190.35","190.83","184.17","9.63M","-3.45%"
"2014-11-30","190.80","189.29","191.19","188.36","9.56M","0.41%"
"2014-11-23","190.03","190.02","190.63","189.66","4.36M","0.24%"
"2014-11-16","189.57","186.93","190.48","186.76","6.17M","1.20%"
"2014-11-09","187.33","186.48","187.84","186.27","8.28M","0.45%"
"2014-11-02","186.50","185.20","186.68","183.45","8.89M","0.85%"
"2014-10-26","184.93","179.51","185.05","178.87","7.94M","2.69%"
"2014-10-19","180.08","172.53","180.17","172.45","9.60M","4.19%"
"2014-10-12","172.83","174.63","175.25","166.85","16.71M","-1.07%"
"2014-10-05","174.70","180.94","181.18","174.66","8.03M","-3.05%"
"2014-09-28","180.20","179.93","181.81","176.40","7.11M","-0.72%"
"2014-09-21","181.50","183.70","183.74","179.99","5.08M","-1.82%"
"2014-09-14","184.86","182.64","185.84","181.89","4.27M","1.25%"
"2014-09-07","182.58","184.24","184.46","182.07","3.25M","-1.01%"
"2014-08-31","184.44","184.30","184.82","182.88","2.22M","0.24%"
"2014-08-24","183.99","183.54","184.17","182.85","3.51M","0.76%"
"2014-08-17","182.61","180.46","183.17","180.34","4.54M","1.77%"
"2014-08-10","179.43","177.87","180.30","176.90","5.02M","1.28%"
"2014-08-03","177.16","176.81","178.11","174.70","7.39M","0.36%"
"2014-07-27","176.53","181.35","181.89","175.65","8.08M","-2.62%"
"2014-07-20","181.28","180.71","182.50","180.13","4.30M","-0.01%"
"2014-07-13","181.30","181.20","181.76","179.19","3.92M","0.57%"
"2014-07-06","180.27","181.38","181.50","178.84","3.97M","-0.80%"
"2014-06-29","181.73","179.43","181.78","179.28","3.30M","1.25%"
"2014-06-22","179.48","179.70","180.14","177.98","3.43M","-0.54%"
"2014-06-15","180.45","177.69","180.57","177.50","5.77M","1.42%"
"2014-06-08","177.92","179.04","179.69","176.98","3.60M","-0.63%"
"2014-06-01","179.05","176.83","179.09","175.94","5.30M","1.42%"
"2014-05-25","176.55","175.09","176.69","175.00","3.30M","1.19%"
"2014-05-18","174.47","171.98","174.54","171.41","4.06M","1.24%"
"2014-05-11","172.34","172.96","174.49","170.87","7.00M","0.03%"
"2014-05-04","172.28","171.49","173.20","170.44","4.87M","-0.02%"
"2014-04-27","172.32","171.39","173.26","169.49","3.70M","0.94%"
"2014-04-20","170.71","170.85","172.63","170.32","4.48M","-0.02%"
"2014-04-13","170.74","167.58","171.24","166.26","6.95M","2.69%"
"2014-04-06","166.26","170.36","171.49","166.11","7.53M","-2.62%"
"2014-03-30","170.74","171.04","173.82","170.53","7.03M","0.49%"
"2014-03-23","169.90","171.19","171.64","168.48","5.89M","-0.89%"
"2014-03-16","171.42","170.06","173.19","169.99","5.29M","1.29%"
"2014-03-09","169.23","172.24","172.92","169.00","5.88M","-1.85%"
"2014-03-02","172.42","169.19","173.13","168.38","6.74M","1.05%"
"2014-02-23","170.63","168.87","171.47","168.78","4.58M","1.22%"
"2014-02-16","168.57","168.74","169.48","167.33","4.89M","-0.02%"
"2014-02-09","168.61","164.64","168.91","164.20","6.54M","2.39%"
"2014-02-02","164.67","163.02","164.78","159.18","8.16M","0.91%"
"2014-01-26","163.18","164.07","164.72","162.07","8.70M","-0.43%"
"2014-01-19","163.88","169.22","169.28","163.87","5.24M","-2.57%"
"2014-01-12","168.21","168.29","169.43","166.15","4.83M","-0.27%"
"2014-01-05","168.66","168.11","168.75","166.82","7.42M","0.70%"
"2013-12-29","167.48","168.46","169.23","167.20","5.33M","-0.57%"
"2013-12-22","168.44","168.07","168.95","167.22","3.96M","0.75%"
"2013-12-15","167.18","163.96","167.65","162.01","8.98M","2.45%"
"2013-12-08","163.18","166.25","166.43","162.87","10.02M","-1.60%"
"2013-12-01","165.84","165.95","166.22","163.39","6.24M","0.08%"
"2013-11-24","165.70","165.93","166.51","165.26","3.02M","0.02%"
"2013-11-17","165.67","165.28","165.67","163.08","7.47M","0.41%"
"2013-11-10","165.00","162.28","165.00","161.33","5.81M","1.57%"
"2013-11-03","162.45","161.91","162.74","160.10","8.48M","0.69%"
"2013-10-27","161.34","161.15","162.62","160.53","8.14M","0.09%"
"2013-10-20","161.20","159.84","161.20","159.37","6.09M","0.91%"
"2013-10-13","159.74","155.02","159.86","154.88","10.39M","2.42%"
"2013-10-06","155.96","153.36","156.02","150.72","6.78M","0.80%"
"2013-09-29","154.72","153.40","155.26","152.84","5.87M","-0.09%"
"2013-09-22","154.86","156.16","156.30","154.34","5.85M","-1.43%"
"2013-09-15","157.10","156.82","159.04","155.78","7.61M","1.26%"
"2013-09-08","155.14","152.50","155.34","152.50","4.43M","2.03%"
"2013-09-01","152.06","151.32","152.94","149.94","4.07M","1.58%"
"2013-08-25","149.70","152.80","153.26","149.34","3.97M","-1.90%"
"2013-08-18","152.60","151.70","152.80","150.40","3.32M","0.45%"
"2013-08-11","151.92","154.34","155.63","151.58","4.25M","-2.05%"
"2013-08-04","155.10","156.34","156.62","154.43","2.28M","-0.95%"
"2013-07-28","156.58","154.52","156.60","153.98","3.05M","1.11%"
"2013-07-21","154.86","155.20","155.61","153.46","3.44M","-0.09%"
"2013-07-14","155.00","153.84","155.06","153.04","2.85M","0.99%"
"2013-07-07","153.48","150.12","153.78","149.84","4.67M","2.77%"
"2013-06-30","149.34","147.74","149.40","146.76","3.74M","1.81%"
"2013-06-23","146.68","144.20","148.23","142.66","6.88M","0.19%"
"2013-06-16","146.40","150.48","152.00","144.98","6.32M","-2.01%"
"2013-06-09","149.40","151.46","151.46","147.72","6.86M","-1.02%"
"2013-06-02","150.94","150.06","151.22","146.76","5.95M","0.84%"
"2013-05-26","149.68","153.14","153.68","149.50","2.71M","-1.08%"
"2013-05-19","151.32","152.76","154.85","150.14","3.94M","-1.02%"
"2013-05-12","152.88","149.48","152.98","149.12","3.62M","2.11%"
"2013-05-05","149.72","147.90","149.92","147.82","2.46M","1.41%"
"2013-04-28","147.64","145.30","148.24","144.78","2.35M","1.91%"
"2013-04-21","144.88","142.64","145.84","141.70","3.74M","1.77%"
"2013-04-14","142.36","144.68","144.78","140.58","6.81M","-2.13%"
"2013-04-07","145.46","142.20","146.22","141.70","3.49M","2.34%"
"2013-03-31","142.14","143.40","144.20","140.80","3.81M","-0.80%"
"2013-03-24","143.28","142.86","143.62","141.32","2.75M","0.63%"
"2013-03-17","142.38","142.00","143.42","141.30","3.45M","-0.66%"
"2013-03-10","143.32","142.28","143.62","142.08","2.74M","0.67%"
"2013-03-03","142.36","139.00","142.54","138.78","4.12M","2.20%"
"2013-02-24","139.30","139.82","139.98","136.22","7.39M","0.16%"
"2013-02-17","139.08","139.54","140.36","137.32","4.17M","-0.17%"
"2013-02-10","139.32","139.00","139.74","138.68","2.37M","0.22%"
"2013-02-03","139.02","137.68","139.08","136.86","2.30M","0.42%"
"2013-01-27","138.44","137.64","138.66","136.96","5.32M","0.63%"
"2013-01-20","137.58","135.86","137.59","135.52","4.52M","1.25%"
"2013-01-13","135.88","134.56","135.96","133.88","4.09M","0.86%"
"2013-01-06","134.72","133.54","134.72","132.76","3.36M","0.51%"
"2012-12-30","134.04","127.92","134.22","127.80","5.15M","4.57%"
"2012-12-23","128.18","130.54","130.68","128.14","1.91M","-2.66%"
"2012-12-16","131.68","130.44","133.32","130.44","5.39M","1.15%"
"2012-12-09","130.18","130.24","132.36","129.92","1.84M","-0.15%"
"2012-12-02","130.38","130.74","130.82","128.56","1.32M","0.29%"
"2012-11-25","130.00","128.80","130.52","127.28","1.63M","0.49%"
"2012-11-18","129.36","126.26","129.44","126.20","1.03M","3.67%"
"2012-11-11","124.78","126.88","127.46","123.38","1.98M","-1.31%"
"2012-11-04","126.44","129.40","131.36","125.92","3.54M","-2.44%"
"2012-10-28","129.60","129.94","131.58","128.80","1.81M","0.17%"
"2012-10-21","129.38","131.08","131.50","128.54","2.18M","-1.42%"
"2012-10-14","131.24","131.12","134.13","130.72","1.93M","0.34%"
"2012-10-07","130.80","133.32","133.54","130.54","1.73M","-2.23%"
"2012-09-30","133.78","132.30","134.72","131.70","1.39M","1.47%"
"2012-09-23","131.84","132.90","133.88","130.86","1.80M","-1.77%"
"2012-09-16","134.22","134.50","134.96","133.30","2.70M","-0.40%"
"2012-09-09","134.76","131.98","135.58","131.28","2.02M","2.01%"
"2012-09-02","132.10","129.14","132.10","128.24","1.54M","2.23%"
"2012-08-26","129.22","129.86","130.00","128.30","1.55M","-0.23%"
"2012-08-19","129.52","129.98","130.94","128.34","1.51M","-0.49%"
"2012-08-12","130.16","128.66","130.22","128.14","1.99M","0.99%"
"2012-08-05","128.88","127.88","128.94","127.72","1.95M","1.10%"
"2012-07-29","127.48","126.76","127.74","124.08","2.27M","0.43%"
"2012-07-22","126.94","123.02","127.24","121.72","2.81M","1.68%"
"2012-07-15","124.84","123.90","126.40","123.12","1.82M","0.53%"
"2012-07-08","124.18","123.94","124.60","121.32","1.61M","0.13%"
"2012-07-01","124.02","124.90","125.80","123.37","1.21M","-0.43%"
"2012-06-24","124.56","120.84","124.62","119.72","1.41M","1.48%"
"2012-06-17","122.74","122.88","125.30","121.72","1.33M","-0.44%"
"2012-06-10","123.28","122.80","123.44","120.00","3.03M","1.26%"
"2012-06-03","121.74","117.44","122.16","116.34","1.14M","3.79%"
"2012-05-27","117.30","121.88","122.53","117.24","2.18M","-2.99%"
"2012-05-20","120.92","119.04","121.88","118.90","1.55M","1.85%"
"2012-05-13","118.72","122.86","123.54","118.55","3.87M","-4.27%"
"2012-05-06","124.02","124.90","125.86","123.04","2.26M","-1.05%"
"2012-04-29","125.34","128.22","129.60","125.30","1.47M","-2.44%"
"2012-04-22","128.48","124.94","128.82","124.40","1.30M","1.81%"
"2012-04-15","126.20","126.16","127.52","124.94","2.69M","0.57%"
"2012-04-08","125.48","126.30","127.06","124.22","3.56M","-1.88%"
"2012-04-01","127.88","128.74","130.12","127.40","1.81M","-0.67%"
"2012-03-25","128.74","128.68","129.78","127.26","3.86M","0.30%"
"2012-03-18","128.36","128.88","129.84","127.32","2.36M","-0.40%"
"2012-03-11","128.88","125.86","129.10","125.42","1.85M","2.43%"
"2012-03-04","125.82","125.42","126.14","122.90","1.66M","0.13%"
"2012-02-26","125.66","124.44","126.40","124.22","975.46K","0.37%"
"2012-02-19","125.20","125.10","125.50","123.96","1.44M","0.35%"
"2012-02-12","124.76","123.78","124.92","122.85","1.66M","1.51%"
"2012-02-05","122.90","122.58","124.02","122.28","956.54K","-0.19%"
"2012-01-29","123.14","119.40","123.14","118.98","952.22K","2.19%"
"2012-01-22","120.50","120.28","122.00","119.48","829.67K","0.18%"
"2012-01-15","120.28","118.98","120.34","118.05","1.07M","1.93%"
"2012-01-08","118.00","117.14","118.64","116.54","991.30K","0.91%"
"2012-01-01","116.94","116.90","117.46","115.68","1.03M","1.78%"
"2011-12-25","114.90","115.38","118.16","114.10","1.08M","-0.61%"
"2011-12-18","115.60","112.28","115.68","110.44","2.48M","3.40%"
"2011-12-11","111.80","114.28","114.76","111.10","2.80M","-3.04%"
"2011-12-04","115.30","116.00","116.32","113.08","1.32M","1.00%"
"2011-11-27","114.16","109.26","115.67","108.64","949.51K","7.39%"
"2011-11-20","106.30","109.90","110.06","106.30","824.65K","-4.66%"
"2011-11-13","111.50","115.42","115.91","110.91","2.03M","-3.76%"
"2011-11-06","115.86","114.64","117.02","112.40","716.41K","0.92%"
"2011-10-30","114.80","116.26","116.35","111.16","905.34K","-2.43%"
"2011-10-23","117.66","113.56","118.30","111.80","3.17M","3.83%"
"2011-10-16","113.32","111.48","113.42","109.00","831.98K","1.20%"
"2011-10-09","111.98","107.74","112.06","107.66","2.13M","5.86%"
"2011-10-02","105.78","102.82","107.17","98.24","2.11M","2.18%"
"2011-09-25","103.52","104.72","109.28","103.32","1.31M","-0.15%"
"2011-09-18","103.68","109.86","112.14","102.38","1.13M","-7.18%"
"2011-09-11","111.70","104.70","112.06","104.36","1.02M","5.38%"
"2011-09-04","106.00","104.72","110.58","104.64","687.44K","-1.61%"
"2011-08-28","107.74","109.34","112.91","107.40","929.02K","-0.04%"
"2011-08-21","107.78","105.32","109.18","102.78","1.19M","4.74%"
"2011-08-14","102.90","109.10","110.80","102.84","2.61M","-4.76%"
"2011-08-07","108.04","106.02","109.00","100.92","3.00M","-1.58%"
"2011-07-31","109.78","119.78","119.82","106.94","2.12M","-7.12%"
"2011-07-24","118.20","121.88","123.00","117.44","1.16M","-3.98%"
"2011-07-17","123.10","119.94","123.24","118.56","742.41K","2.19%"
"2011-07-10","120.46","121.44","121.84","119.52","451.12K","-2.05%"
"2011-07-03","122.98","122.40","124.10","121.76","487.65K","0.39%"
"2011-06-26","122.50","116.08","122.60","115.83","526.96K","5.60%"
"2011-06-19","116.00","116.34","119.26","115.80","667.35K","-0.60%"
"2011-06-12","116.70","116.90","118.66","115.54","357.79K","0.05%"
"2011-06-05","116.64","119.06","119.18","116.40","554.54K","-2.23%"
"2011-05-29","119.30","123.30","123.36","119.00","754.67K","-2.30%"
"2011-05-22","122.11","120.70","122.40","120.16","400.11K","-0.11%"
"2011-05-15","122.25","122.20","123.46","120.92","694.22K","-0.26%"
"2011-05-08","122.57","122.80","124.48","122.02","655.96K","-0.17%"
"2011-05-01","122.78","125.44","125.44","121.64","542.29K","-1.62%"
"2011-04-24","124.80","122.32","124.88","121.83","422.15K","2.04%"
"2011-04-17","122.30","119.30","122.38","118.44","604.29K","1.31%"
"2011-04-10","120.72","121.68","122.02","119.16","587.84K","-0.67%"
"2011-04-03","121.54","122.10","122.52","121.02","621.04K","-0.21%"
"2011-03-27","121.80","120.38","122.34","119.29","581.24K","1.45%"
"2011-03-20","120.06","118.84","120.58","117.94","723.43K","2.28%"
"2011-03-13","117.38","118.96","119.26","114.64","1.14M","-1.94%"
"2011-03-06","119.70","121.60","121.75","118.40","783.52K","-1.24%"
"2011-02-27","121.20","121.54","122.30","119.50","924.96K","0.12%"
"2011-02-20","121.06","121.68","122.38","118.66","911.92K","-1.64%"
"2011-02-13","123.08","121.72","123.22","121.38","547.67K","1.07%"
"2011-02-06","121.78","120.30","121.92","120.16","685.47K","1.52%"
"2011-01-30","119.96","117.22","120.02","116.94","548.13K","2.71%"
"2011-01-23","116.80","117.40","119.22","116.68","1.98M","-0.54%"
"2011-01-16","117.44","118.26","118.58","116.32","528.14K","-0.73%"
"2011-01-09","118.30","115.88","118.34","115.48","652.89K","1.71%"
"2011-01-02","116.31","115.94","116.92","115.48","1.10M","1.02%"
"2010-12-26","115.14","114.46","115.44","114.40","406.52K","-0.24%"
"2010-12-19","115.42","114.58","115.60","113.96","314.30K","1.03%"
"2010-12-12","114.24","114.32","114.44","113.12","299.95K","0.39%"
"2010-12-05","113.80","112.16","113.88","111.96","370.84K","1.30%"
"2010-11-28","112.34","108.36","112.46","107.66","415.83K","3.03%"
"2010-11-21","109.04","109.42","109.80","107.92","230.42K","-0.78%"
"2010-11-14","109.90","110.30","110.52","107.47","324.24K","0.07%"
"2010-11-07","109.82","111.88","112.30","109.38","170.67K","-2.09%"
"2010-10-31","112.16","108.92","112.30","107.76","206.65K","3.56%"
"2010-10-24","108.30","109.02","109.28","107.22","94.23K","0.11%"
"2010-10-17","108.18","107.62","108.76","106.02","138.41K","0.58%"
"2010-10-10","107.56","106.72","108.28","105.74","204.61K","0.82%"
"2010-10-03","106.68","105.26","106.74","103.50","496.81K","1.87%"
"2010-09-26","104.72","104.98","105.68","103.42","142.56K","-0.11%"
"2010-09-19","104.84","103.74","105.44","103.12","113.93K","1.43%"
"2010-09-12","103.36","102.96","103.88","102.38","211.40K","1.55%"